host	repo	path	branch	head	state	nfiles	nnovel	nadd	ndel	code_add	trk_dirty	untracked	issue	cdate	verdict	rule	subject	topdirs	novelfiles	wtdir	why
121	/home/reyerchu/vibe-ic	/home/reyerchu/_agentjob_i922/wt922	fix/922-growth-rationale-memory	23f9cc657	UNLANDED	5	2	87	552	87	0	0	922	2026-08-11	LANDED	L3	waivers: a growth rationale that authorised everything, forever (#922)	vibe-ic-marketplace/plugins	vibe-ic-marketplace/plugins/vibe-ic/programs/signoff_audit.py,vibe-ic-marketplace/plugins/vibe-ic/programs/waiver_growth_check.py		this tip landed in main under the same prose; tree is 552 lines behind
121	/home/reyerchu/_agentjob_lgate/repo	/home/reyerchu/_agentjob_lgate/gate	(detached)	bd20fc88d	UNLANDED	6	6	1757	500	1757	0	0		2026-08-18	RECOVER	R2	gate: differential landing (measurement tree)	tools/gatekeeper-land-differential.sh,tools/gatekeeper-land.sh,tools/git-hooks,tools/test_gatekeeper_land_differential.py,vibe-ic-marketplace/plugins	tools/gatekeeper-land-differential.sh,tools/gatekeeper-land.sh,tools/git-hooks/pre-push,tools/test_gatekeeper_land_differential.py,vibe-ic-marketplace/plugins/vibe-ic/programs/landing_merge_verdict.py,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_landing_gate_direct_push_tier.py	present	1757 lines in 6 file(s) absent from main
121	/home/reyerchu/vibe-ic	/home/reyerchu/_c15/wt	fix/1115-absent-input-consent-consolidated	ce8aa5eba	UNLANDED	4	4	544	3964	544	0	0	1115	2026-08-13	ABANDON	A6	remove the unreachable _CH_COUNTED branch — a case-handler that can never fire	tools/liar_census.py,tools/test_liar_census.py,vibe-ic-marketplace/plugins	tools/liar_census.py,tools/test_liar_census.py,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_issue1115_not_applicable_is_not_a_pass.py,vibe-ic-marketplace/plugins/vibe-ic/programs/vacuous_testbench_check.py		issue #1115 landed as 3c33c1dd5 "census: a producer that emitted nothing renders as PASS, and no probe "; this tree is 3964 lines behind main and holds 544 authored - a superseded attempt
121	/home/reyerchu/_c_adc10_scratch/repo	/home/reyerchu/_c_adc10_scratch/base2	(detached)	522e2c322	LANDED_FILE	0	0	0	0	0	0	0	629	2026-08-02	LANDED	L0	dft: say so when the fault binary predates --skip-boundary (#629) [v1.9.45]			present	holds 0 lines main lacks (it is 0 lines BEHIND main)
121	/home/reyerchu/_c_adc10_scratch/repo	/home/reyerchu/_c_adc10_scratch/negctl	main	4c1a8702f	LANDED_FILE	0	0	0	0	0	0	1	625	2026-08-02	LANDED	L0	dft: a fixed-pinout wrapper skips the boundary-scan register, deterministically (#625) [v1.9.39]			present	holds 0 lines main lacks (it is 0 lines BEHIND main)
121	/home/reyerchu/vibe-ic	/home/reyerchu/_c_cv_edge_llm_accel_scratch/wt_l5	fix/a-spec-less-keyword-hit-is-not-an-analog-block	1f3d8d067	LANDED_FILE	0	0	0	0	0	0	0		2026-08-03	LANDED	L0	release: gate attribution, LEC blackbox parse, board-osc SDC, two primitives [v1.9.62]				holds 0 lines main lacks (it is 0 lines BEHIND main)
121	/home/reyerchu/vibe-ic	/home/reyerchu/_c_cv_sha256_scratch/wt/pr	fix/l8-explicit-create-clock-period-outranks-frequency	1f3d8d067	LANDED_FILE	0	0	0	0	0	0	1		2026-08-03	LANDED	L0	release: gate attribution, LEC blackbox parse, board-osc SDC, two primitives [v1.9.62]				holds 0 lines main lacks (it is 0 lines BEHIND main)
121	/home/reyerchu/vibe-ic	/home/reyerchu/_c_cv_sha256_scratch/wt/pr2	fix/l9-fanout-key-cell-annotation-must-not-void-the-declaration	1f3d8d067	LANDED_FILE	0	0	0	0	0	0	1		2026-08-03	LANDED	L0	release: gate attribution, LEC blackbox parse, board-osc SDC, two primitives [v1.9.62]				holds 0 lines main lacks (it is 0 lines BEHIND main)
121	/home/reyerchu/vibe-ic	/home/reyerchu/_c_o_caravel_user_project_sky130A_c2_scratch/r8/main	fix/drv-repair-electrical-floor-r8	d9b72217b	UNLANDED	3	2	682	7709	682	0	0		2026-08-04	RECOVER	R2	metal fill: a fill cell that was never placed is a second top cell, and sign-off DRC then does not run	vibe-ic-marketplace/plugins	vibe-ic-marketplace/plugins/vibe-ic/programs/metal_fill/metal_fill.py,vibe-ic-marketplace/plugins/vibe-ic/programs/phase3_one_shot_runner.py		682 lines in 2 file(s) absent from main
121	/home/reyerchu/vibe-ic	/home/reyerchu/_c_o_caravel_user_project_sky130A_c2_scratch/r8/negctl	(detached)	27ed3dc47	LANDED_FILE	0	0	0	0	0	0	16		2026-08-04	LANDED	L0	release: the daily fork records, and a summary that excluded its own subject [v1.9.74]				holds 0 lines main lacks (it is 0 lines BEHIND main); worktree dir has been EMPTIED - only its commit survives
121	/home/reyerchu/vibe-ic	/home/reyerchu/_c_o_caravel_user_project_sky130A_c2_scratch/wt	fix/sdc-gen-surface-residue-r4	688aad2d3	UNLANDED	7	3	861	8388	861	0	0		2026-08-04	RECOVER	R2	signoff: the sign-off DRV loop repaired to 53x tighter than the process needs, and OpenROAD segfaulted	vibe-ic-marketplace/plugins	vibe-ic-marketplace/plugins/vibe-ic/programs/phase3_one_shot_runner.py,vibe-ic-marketplace/plugins/vibe-ic/programs/sdc_gen.py,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_r7_surface_residue_def_units_and_second_declared_target.py		861 lines in 3 file(s) absent from main
121	/home/reyerchu/vibe-ic	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_pdk	fix/pdk-proof-gate-node-named-pdk-vs-family-named-library	8bcd0d6fb	LANDED_PATCH	2	0	49	169	49	0	0		2026-08-04	LANDED	L1	fix(phase3): the gate that proves which process ran reported that nangate45 was contradicted by the nangate45 libraries	vibe-ic-marketplace/plugins			content already in main (landed_patch); 49 stale authored lines remain
121	/home/reyerchu/vibe-ic	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	fix/rtl-scope-collectors-skip-flow-own-output	1f2aa7fef	UNLANDED	4	4	32	103	32	0	0		2026-08-04	RECOVER	R2	fix(phase2): the three source changes for the RTL-scope fix	vibe-ic-marketplace/plugins	vibe-ic-marketplace/plugins/vibe-ic/programs/break_handler_safety_check.py,vibe-ic-marketplace/plugins/vibe-ic/programs/dispatch_register_default_reset_check.py,vibe-ic-marketplace/plugins/vibe-ic/programs/gate_utils.py,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_rtl_scope_collectors_agree_on_flow_output.py		32 lines in 4 file(s) absent from main
121	/home/reyerchu/vibe-ic	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	fix/staged-sdc-resolved-from-canonical-input-dir	4ec43a6ed	UNLANDED	2	1	785	7963	785	0	0		2026-08-04	RECOVER	R2	fix(phase3): the design's own SDC was never read, and the runner's fabricated one was laundered back as "design-staged"	vibe-ic-marketplace/plugins	vibe-ic-marketplace/plugins/vibe-ic/programs/phase3_one_shot_runner.py		785 lines in 1 file(s) absent from main
121	/home/reyerchu/vibe-ic	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c3_scratch/wt	c3-edge-nangate45	9f41f420c	UNLANDED	2	2	679	7638	679	0	0		2026-08-04	RECOVER	R2	phase3: the netlist repair guarded the file the runner had just produced, not the one it reused	vibe-ic-marketplace/plugins	vibe-ic-marketplace/plugins/vibe-ic/programs/phase3_one_shot_runner.py,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_cached_netlist_reuse_is_structural_reader_readable.py		679 lines in 2 file(s) absent from main
121	/home/reyerchu/vibe-ic	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c3_scratch/wt_mc	(detached)	a4f9c25e0	UNLANDED	4	1	24	680	24	0	16		2026-08-04	LANDED	L3	sta audit: a field called `multi_corner_substantiated` was true on zero corner evidence	vibe-ic-marketplace/plugins	vibe-ic-marketplace/plugins/vibe-ic/programs/eda_report_audit.py		this tip landed in main under the same prose; tree is 680 lines behind; worktree dir has been EMPTIED - only its commit survives
121	/home/reyerchu/vibe-ic	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c3_scratch/wt_pf	(detached)	47a206902	UNLANDED	2	1	683	7640	683	0	16		2026-08-04	LANDED	L3	phase3: a log sink answered for the tool, and a 15-second PnR crash was reported as a power-grid gap	vibe-ic-marketplace/plugins	vibe-ic-marketplace/plugins/vibe-ic/programs/phase3_one_shot_runner.py		this tip landed in main under the same prose; tree is 7640 lines behind; worktree dir has been EMPTIED - only its commit survives
121	/home/reyerchu/vibe-ic	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c3_scratch/wt_post	(detached)	9f41f420c	UNLANDED	2	2	679	7638	679	0	16		2026-08-04	ABANDON	A4	phase3: the netlist repair guarded the file the runner had just produced, not the one it reused	vibe-ic-marketplace/plugins	vibe-ic-marketplace/plugins/vibe-ic/programs/phase3_one_shot_runner.py,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_cached_netlist_reuse_is_structural_reader_readable.py		identical HEAD to 121:/home/reyerchu/_c_o_edge_llm_accel_nangate45_c3_scratch/wt (kept there); worktree dir has been EMPTIED - only its commit survives
121	/home/reyerchu/vibe-ic	/home/reyerchu/_c_o_edge_llm_accel_nangate45_scratch/wt_cdc	fix/cdc-gates-scan-scope-excludes-steps-publication-tree	81211669f	UNLANDED	2	1	1	30	1	0	0		2026-08-03	RECOVER	R2	fix(scan-scope): the flow's own steps/ publication view was scanned as authoritative RTL	vibe-ic-marketplace/plugins	vibe-ic-marketplace/plugins/vibe-ic/programs/rtl_scan_scope.py		1 lines in 1 file(s) absent from main
121	/home/reyerchu/vibe-ic	/home/reyerchu/_c_o_edge_llm_accel_nangate45_scratch/wt_pinfix	fix/l1-pin-table-top-module-name	b3be95837	LANDED_PATCH	2	0	33	1281	33	0	0		2026-08-03	LANDED	L1	fix(phase1): a design's own top-module name was read as one of its ports	vibe-ic-marketplace/plugins			content already in main (landed_patch); 33 stale authored lines remain
121	/home/reyerchu/vibe-ic	/home/reyerchu/_c_o_edge_llm_accel_nangate45_scratch/wt_run	run/edge-llm-nangate45-local	791ba9807	UNLANDED	8	1	785	8275	785	0	0		2026-08-04	RECOVER	R2	fix(phase3): nangate's tie cells exist, and 27,121 spare cells were left floating because the discoverer could not name them	vibe-ic-marketplace/plugins	vibe-ic-marketplace/plugins/vibe-ic/programs/rtl_scan_scope.py		785 lines in 1 file(s) absent from main
121	/home/reyerchu/vibe-ic	/home/reyerchu/_c_o_edge_llm_accel_nangate45_scratch/wt_tie	fix/nangate-tie-cells-are-discoverable	718913f7c	LANDED_PATCH	3	0	784	8245	784	0	0		2026-08-04	LANDED	L1	fix(phase3): nangate's tie cells exist, and 27,121 spare cells were left floating because the discoverer could not name them	vibe-ic-marketplace/plugins			content already in main (landed_patch); 784 stale authored lines remain
121	/home/reyerchu/vibe-ic	/home/reyerchu/_c_o_edge_llm_matmul_accel_nangate45_c2_scratch/wt71	fix/sdc-gen-reads-the-l9-port-contract-its-sibling-gate-reads	5df806f9e	UNLANDED	3	2	24	741	24	0	0		2026-08-04	LANDED	L3	sdc: the generator read one spelling of a layer that has four	vibe-ic-marketplace/plugins	vibe-ic-marketplace/plugins/vibe-ic/programs/sdc_gen.py,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_sdc_gen_reads_the_l9_port_contract.py		this tip landed in main under the same prose; tree is 741 lines behind
121	/home/reyerchu/vibe-ic	/home/reyerchu/_c_o_edge_llm_matmul_accel_nangate45_c2_scratch/wt_pristine	(detached)	9a63ae535	LANDED_FILE	0	0	0	0	0	0	16		2026-08-04	LANDED	L0	release: a token matched without the context that decides its meaning [v1.9.71]				holds 0 lines main lacks (it is 0 lines BEHIND main); worktree dir has been EMPTIED - only its commit survives
121	/home/reyerchu/vibe-ic	/home/reyerchu/_c_o_edge_llm_matmul_accel_nangate45_c2_scratch/wt_prov	fix/provenance-tool-identity-and-version-are-not-probed	93f1c188c	LANDED_PATCH	2	0	784	8023	784	0	0		2026-08-04	LANDED	L1	provenance: the chain named a data file as the tool and a shell error as its version	vibe-ic-marketplace/plugins			content already in main (landed_patch); 784 stale authored lines remain
121	/home/reyerchu/vibe-ic	/home/reyerchu/_c_o_edge_llm_matmul_accel_nangate45_scratch/wt_pr	lec-budget-kill-is-not-nonequivalence	1dbe4ec61	UNLANDED	2	1	2	70	2	0	0		2026-08-03	RECOVER	R2	lec: a budget kill with partial progress was reported as a possible real difference	vibe-ic-marketplace/plugins	vibe-ic-marketplace/plugins/vibe-ic/programs/lec_run.py		2 lines in 1 file(s) absent from main
121	/home/reyerchu/vibe-ic	/home/reyerchu/_c_o_edge_llm_matmul_accel_nangate45_scratch/wt_pr2	pdk-target-unreadable-in-canonical-l19	3175d1f2f	UNLANDED	2	2	96	476	96	0	0		2026-08-04	RECOVER	R2	pdk: the gate that proves the process could not read the L-doc schema phase 1 emits	vibe-ic-marketplace/plugins	vibe-ic-marketplace/plugins/vibe-ic/programs/declared_pdk_is_the_pdk_used_check.py,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_declared_pdk_target_in_canonical_l_doc_schema.py		96 lines in 2 file(s) absent from main
121	/home/reyerchu/vibe-ic	/home/reyerchu/_c_o_edge_llm_matmul_accel_nangate45_scratch/wt_pr3	auto-die-silent-fallback	ba52ad01b	UNLANDED	2	1	796	8261	796	0	0		2026-08-04	LANDED	L3	phase3: --die-um auto printed a FALLBACK CONSTANT in the format of a measurement	vibe-ic-marketplace/plugins	vibe-ic-marketplace/plugins/vibe-ic/programs/phase3_one_shot_runner.py		this tip landed in main under the same prose; tree is 8261 lines behind
121	/home/reyerchu/vibe-ic	/home/reyerchu/_c_o_edge_llm_matmul_accel_nangate45_scratch/wt_pr4	nangate45-pdn-straps	453ac1934	LANDED_PATCH	2	0	785	8238	785	0	0		2026-08-04	LANDED	L1	phase3: a LEF SPACINGTABLE row was read as the layer's own WIDTH, dropping the layer	vibe-ic-marketplace/plugins			content already in main (landed_patch); 785 stale authored lines remain
121	/home/reyerchu/vibe-ic	/home/reyerchu/_c_o_edge_llm_matmul_accel_nangate45_scratch/wt_run	(detached)	0dc68562e	LANDED_FILE	0	0	0	0	0	0	16		2026-08-03	LANDED	L0	release: the backlog, and three defects the fixes themselves had [v1.9.65]				holds 0 lines main lacks (it is 0 lines BEHIND main); worktree dir has been EMPTIED - only its commit survives
121	/home/reyerchu/vibe-ic	/home/reyerchu/_c_rt_edge_llm_accel_scratch/wt_fix	fix/a-negated-mention-is-not-a-declaration	a459820cf	UNLANDED	2	1	74	1756	74	0	0		2026-08-03	LANDED	L3	pdk_target: a MENTION is not a DECLARATION	vibe-ic-marketplace/plugins	vibe-ic-marketplace/plugins/vibe-ic/programs/phase1_doc_one_shot_runner.py		this tip landed in main under the same prose; tree is 1756 lines behind
121	/home/reyerchu/vibe-ic	/home/reyerchu/_c_rt_edge_llm_accel_scratch/wt_prose	fix/canned-prose-must-not-outlive-the-fact-it-describes	8b69a0957	UNLANDED	2	1	23	37	23	0	0		2026-08-03	RECOVER	R2	A canned note must not outlive the fact it explains	vibe-ic-marketplace/plugins	vibe-ic-marketplace/plugins/vibe-ic/programs/spi_protocol_synth.py		23 lines in 1 file(s) absent from main
121	/home/reyerchu/vibe-ic	/home/reyerchu/_c_rt_sha256_scratch/wt	fix/l19-note-must-not-contradict-its-own-field	639717eea	UNLANDED	2	2	21	72	21	0	0		2026-08-03	RECOVER	R2	fix(phase1): an L-doc note must not deny its own populated field	vibe-ic-marketplace/plugins	vibe-ic-marketplace/plugins/vibe-ic/programs/spi_protocol_synth.py,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_l19_note_must_not_contradict_its_own_field.py		21 lines in 2 file(s) absent from main
121	/home/reyerchu/vibe-ic	/home/reyerchu/_c_rt_u_hawaii_adc_scratch/wt_fix	fix/pdk-gate-must-not-claim-misuse-with-no-library-load	c5b4371a7	UNLANDED	2	2	80	742	80	0	0		2026-08-03	RECOVER	R2	pdk gate: "no library was loaded" is not evidence that the wrong PDK was used	vibe-ic-marketplace/plugins	vibe-ic-marketplace/plugins/vibe-ic/programs/declared_pdk_is_the_pdk_used_check.py,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_declared_pdk_is_the_pdk_used.py		80 lines in 2 file(s) absent from main
121	/home/reyerchu/vibe-ic	/home/reyerchu/_d7wt/fix	fix/d7-record-producer-rung	df8517ad9	UNLANDED	7	7	602	2742	602	0	0		2026-08-12	RECOVER	R2	d7: a write record that named no producer was read as one, so the flow's own "I could not tell" became "the flow produces this"	vibe-ic-marketplace/plugins	vibe-ic-marketplace/plugins/vibe-ic/flow/phase1_phase2_phase3.yaml,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/matrix_63x8/README.md,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/matrix_63x8/flowref.py,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/matrix_63x8/waivers.py,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/matrix_d7_write_record.py,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_matrix_63x8_ledger.py		602 lines in 7 file(s) absent from main
121	/home/reyerchu/vibe-ic	/home/reyerchu/_d9_base	(detached)	e71fb63ec	LANDED_FILE	0	0	0	0	0	0	16	1006	2026-08-11	LANDED	L0	D9 Phase 1: wire three content-reading checkers as gate criteria; hold two the measurement does not support (#1006)				holds 0 lines main lacks (it is 0 lines BEHIND main); worktree dir has been EMPTIED - only its commit survives
121	/home/reyerchu/vibe-ic	/home/reyerchu/_d9_denom	d9/phase0-cells-declare-their-denominator	e71fb63ec	LANDED_FILE	0	0	0	0	0	0	2	1006	2026-08-11	LANDED	L0	D9 Phase 1: wire three content-reading checkers as gate criteria; hold two the measurement does not support (#1006)				holds 0 lines main lacks (it is 0 lines BEHIND main)
121	/home/reyerchu/vibe-ic	/home/reyerchu/_d9_i981	fix/981-narrowed-population-reporting	1f2a2563b	UNLANDED	3	3	79	1638	79	0	0	981	2026-08-11	LANDED	L3	gate: a check that narrowed its population and reported over the whole of it (#981)	tools/ci,vibe-ic-marketplace/plugins	tools/ci/repo_hygiene_gates.sh,vibe-ic-marketplace/plugins/vibe-ic/programs/input_doc_pdk_claim_vs_installed_pdk_check.py,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_input_doc_pdk_claim_vs_installed_pdk.py		this tip landed in main under the same prose; tree is 1638 lines behind
121	/home/reyerchu/vibe-ic	/home/reyerchu/_d9_p1c	d9/phase1-wire-the-content-checkers	169d55af8	UNLANDED	5	5	96	1962	96	0	0		2026-08-11	RECOVER	R2	census: regenerate the 63x8 anchored figures after the gate-declaration change	vibe-ic-marketplace/plugins	vibe-ic-marketplace/plugins/vibe-ic/flow/phase1_phase2_phase3.yaml,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/matrix_63x8/README.md,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/matrix_63x8/flowref.py,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_d9_content_checker_wiring.py,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_matrix_d2_falsifiable.py		96 lines in 5 file(s) absent from main
121	/home/reyerchu/vibe-ic	/home/reyerchu/_fga_scratch/wt	fix/macro-obs-gates-declare-enforcement-intent	1dccf45b0	UNLANDED	5	1	39	1815	39	0	0		2026-08-10	RECOVER	R2	gates: two obstruction gates were silent about where their verdict is enforced	vibe-ic-marketplace/plugins	vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_macro_obs_gate_enforcement_declared.py		39 lines in 1 file(s) absent from main
121	/home/reyerchu/vibe-ic	/home/reyerchu/_fgaudit_r2/head	fix/macro-obs-gates-declare-enforcement-intent-v2	44599c6ac	LANDED_PATCH	5	0	38	1808	38	0	0		2026-08-10	LANDED	L1	tests: this file's own subprocess bound was above the harness ceiling	vibe-ic-marketplace/plugins			content already in main (landed_patch); 38 stale authored lines remain
121	/home/reyerchu/vibe-ic	/home/reyerchu/_fix904_scratch/wt	fix/904-pdk-capability-claim-disclosure	76431790a	UNLANDED	5	5	1234	1866	1234	0	0	904	2026-08-10	RECOVER	R2	analog: a design document denied a PDK capability the install ships (#904)	vibe-ic-marketplace/plugins	vibe-ic-marketplace/plugins/vibe-ic/flow/phase1_phase2_phase3.yaml,vibe-ic-marketplace/plugins/vibe-ic/programs/INDEX.md,vibe-ic-marketplace/plugins/vibe-ic/programs/analog_pdk_availability.py,vibe-ic-marketplace/plugins/vibe-ic/programs/pdk_capability_claim_disclosure.py,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_issue904_pdk_capability_claim_disclosure.py		1234 lines in 5 file(s) absent from main; issue #904
121	/home/reyerchu/vibe-ic	/home/reyerchu/_gatewire_scratch/wt_fix	fix/gates-are-wired-to-something	132c12b35	UNLANDED	4	4	625	2362	625	0	0	693	2026-08-10	ABANDON	A6	gates: three verdicts nothing automatic read (#693)	tools/ci,vibe-ic-marketplace/plugins	tools/ci/repo_hygiene_gates.sh,vibe-ic-marketplace/plugins/vibe-ic/programs/flow_compliance_check.py,vibe-ic-marketplace/plugins/vibe-ic/programs/gatekeeper_review.py,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_gates_are_wired_to_a_consumer.py		issue #693 landed as 08fede49e "analog: a declared axis with no data is not a SKIP"; this tree is 2362 lines behind main and holds 625 authored - a superseded attempt
121	/home/reyerchu/_gpre_priv/vibe-ic-gpre	/home/reyerchu/_gpre_priv/base-gpre	(detached)	3199e9b31	LANDED_FILE	0	0	0	0	0	0	0		2026-08-20	LANDED	L0	[v1.10.98] carry the prose version with the bump — the badge and three READMEs still said 1.10.96			present	holds 0 lines main lacks (it is 0 lines BEHIND main)
121	/home/reyerchu/vibe-ic	/home/reyerchu/_jppa_agent/base	(detached)	867de4289	LANDED_FILE	0	0	0	0	0	0	0		2026-08-21	LANDED	L0	flow(ACTIVATE): retire step 37.5self — the general precheck is 37.5ic's SECOND ARM, not a third route [v1.11.18]				holds 0 lines main lacks (it is 0 lines BEHIND main)
121	/home/reyerchu/vibe-ic	/home/reyerchu/_jppa_agent/wt	ppa/jppa-agent-control-plane	867de4289	LANDED_FILE	0	0	0	0	0	0	0		2026-08-21	LANDED	L0	flow(ACTIVATE): retire step 37.5self — the general precheck is 37.5ic's SECOND ARM, not a third route [v1.11.18]				holds 0 lines main lacks (it is 0 lines BEHIND main)
121	/home/reyerchu/vibe-ic	/home/reyerchu/_jppa_metrics/base	(detached)	867de4289	LANDED_FILE	0	0	0	0	0	0	0		2026-08-21	LANDED	L0	flow(ACTIVATE): retire step 37.5self — the general precheck is 37.5ic's SECOND ARM, not a third route [v1.11.18]				holds 0 lines main lacks (it is 0 lines BEHIND main)
121	/home/reyerchu/vibe-ic	/home/reyerchu/_jppa_metrics/wt	jppa/metric-records	09fcb13bc	UNLANDED	9	9	3349	0	3238	0	0		2026-08-21	RECOVER	R2	ppa(metrics): a scope field one side never declared is not a field whose value is null	vibe-ic-marketplace/plugins	vibe-ic-marketplace/plugins/vibe-ic/programs/_ppa/metrics.py,vibe-ic-marketplace/plugins/vibe-ic/programs/ppa_measurement_check.py,vibe-ic-marketplace/plugins/vibe-ic/programs/ppa_metric_extract.py,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_ppa_measurement_check.py,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_ppa_metrics.py,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_ppa_metrics_extract_cli.py		3238 authored lines absent from main (+111 regenerable)
121	/home/reyerchu/vibe-ic	/home/reyerchu/_ld/wt	fix/d4-step1-and-two-flow-gates	31fb2c1ef	UNLANDED	1	1	113	72	113	0	0		2026-08-13	RECOVER	R2	revert the d4/step1 flow change out of this PR — it reddens 5 register tests, split to its own decision	vibe-ic-marketplace/plugins	vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_signoff_medlow_backlog_gaps.py		113 lines in 1 file(s) absent from main
121	/home/reyerchu/vibe-ic	/home/reyerchu/_nv/wt	fix/eda-image-not-verified	3c571157f	UNLANDED	10	5	35	336	35	0	0		2026-08-13	RECOVER	R2	INDEX.md: the row for not_verified_tier (regenerated with tools/gen_programs_index.py)	vibe-ic-marketplace/plugins	vibe-ic-marketplace/plugins/vibe-ic/conftest.py,vibe-ic-marketplace/plugins/vibe-ic/programs/INDEX.md,vibe-ic-marketplace/plugins/vibe-ic/programs/not_verified_tier.py,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_not_verified_tier.py,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_v1_4_21_dft_atpg_liberty_resolver.py		35 lines in 5 file(s) absent from main
121	/home/reyerchu/vibe-ic	/home/reyerchu/_orfs/wt	feat/orfs-s6-s7-s8	a1a89146b	UNLANDED	6	3	146	2928	146	0	0		2026-08-13	RECOVER	R2	63x8 figures: the one advisory clause this PR declares (regenerated with tools/gen_matrix_63x8_census.py --fix-figures)	vibe-ic-marketplace/plugins	vibe-ic-marketplace/plugins/vibe-ic/programs/INDEX.md,vibe-ic-marketplace/plugins/vibe-ic/programs/achieved_period_recorded_check.py,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/matrix_63x8/flowref.py		146 lines in 3 file(s) absent from main
121	/home/reyerchu/vibe-ic	/home/reyerchu/_pg_ALL	_pg_ALL	9ef2f2a53	UNLANDED	140	59	2161	24585	1762	0	0		2026-08-12	ABANDON	A3	[v1.10.34] candidate batch ALL	benchmark-data/evidence_citation_baseline.json,benchmark-data/ic,.claude-plugin/marketplace.json,README.md,tools/ci,tools/d9_content_census.py	README.md,benchmark-data/evidence_citation_baseline.json,benchmark-data/ic/INDEX.md,benchmark-data/ic/retention.json,tools/ci/_gate_dispatch.sh,tools/ci/_published_cell_corpus.sh,tools/ci/gatekeeper_status_poller.py,tools/ci/repo_hygiene_gates.sh,tools/ci/test_gatekeeper_status_poller.py,tools/d9_content_census.py,tools/gatekeeper-land.sh,tools/liar_census.py,tools/test_d9_content_census.py,tools/test_liar_census.py		spent landing staging tree for v1.10.34; main is v1.11.18
121	/home/reyerchu/vibe-ic	/home/reyerchu/_pg_N3	_pg_N3	91c97ffc1	UNLANDED	66	23	1058	11020	977	0	0		2026-08-13	ABANDON	A3	[v1.10.37] candidate batch N3	.claude-plugin/marketplace.json,README.md,tools/ci,tools/gatekeeper-land.sh,vibe-ic-marketplace/.claude-plugin,vibe-ic-marketplace/plugins	README.md,tools/ci/test_repo_tools_tests_gate.py,tools/gatekeeper-land.sh,vibe-ic-marketplace/README.md,vibe-ic-marketplace/plugins/vibe-ic/README.md,vibe-ic-marketplace/plugins/vibe-ic/flow/phase1_phase2_phase3.yaml,vibe-ic-marketplace/plugins/vibe-ic/programs/checker_execution_wiring_audit.py,vibe-ic-marketplace/plugins/vibe-ic/programs/flow_dependency_graph_check.py,vibe-ic-marketplace/plugins/vibe-ic/programs/gate_host_independence_check.py		spent landing staging tree for v1.10.37; main is v1.11.18
